_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
820783,4154607,2017.0,2019,1983.0,SOCIAL HOUSING,6,York Centre,4266 BATHURST ST,9,130,2019-11-07,76,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,N0629,43.751874345299996,-79.438030916,309775.071,4845547.393999999
820784,4154609,2017.0,2019,1969.0,PRIVATE,6,York Centre,4350 BATHURST ST,6,35,2019-11-07,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N0629,43.754107511,-79.438517766,309735.42,4845796.416
820785,4154693,2017.0,2019,1960.0,PRIVATE,6,York Centre,4383 BATHURST ST,13,142,2019-11-07,81,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,N0630,43.75446148100001,-79.437277956,309835.23,4845835.813999999
820786,4154697,2017.0,2019,1962.0,PRIVATE,6,York Centre,4415 BATHURST ST,14,167,2019-11-07,81,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,N0624,43.7567677733,-79.4380041027,309776.827,4846091.036
820787,4154653,2017.0,2019,1965.0,PRIVATE,6,York Centre,4750 BATHURST ST,3,64,2019-11-07,83,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,N0624,43.767931941,-79.4420072756,309453.606,4847331.095
820788,4154648,2017.0,2019,1963.0,PRIVATE,6,York Centre,4866 BATHURST ST,10,81,2019-11-07,79,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,N0624,43.771601520299996,-79.44318159689999,309358.789,4847738.71
820789,4156621,2017.0,2019,1962.0,PRIVATE,6,York Centre,4900 BATHURST ST,6,60,2019-11-07,81,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0624,43.772309339799996,-79.44307224020001,309367.539,4847817.353
820790,4155182,2017.0,2019,1970.0,PRIVATE,5,York South-Weston,797 JANE ST,12,93,2019-11-07,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,5.0,,3.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,,W0539,43.6740732037,-79.4944079231,305235.286,4836902.29
820791,4154827,2017.0,2019,1968.0,PRIVATE,17,Don Valley North,175 SHAUGHNESSY BLVD,18,139,2019-11-07,94,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,N1727,43.7808646264,-79.35390324069999,316544.328,4848776.57
820792,4154624,2017.0,2019,1979.0,PRIVATE,6,York Centre,300 ANTIBES DR,21,372,2019-11-07,82,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,N0622,43.7812935158,-79.450030785,308806.743,4848815.09
820793,4228864,2017.0,2019,1964.0,PRIVATE,17,Don Valley North,2911 BAYVIEW AVE,3,304,2019-11-07,84,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,,3.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,N1725,43.77054660020001,-79.3863327506,313935.534,4847626.159
820794,4155850,2017.0,2019,2005.0,PRIVATE,6,York Centre,3810 BATHURST ST,6,84,2019-11-07,97,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,N0629,43.738917845,-79.43480398210001,310036.024,4844108.198
820795,4154596,2017.0,2019,1960.0,PRIVATE,6,York Centre,3880 BATHURST ST,4,58,2019-11-07,73,Evaluation needs to be conducted in 2 years,18,2.0,3.0,5.0,3.0,4.0,3.0,,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,2.0,5.0,3.0,4.0,,N0629,43.741815421000005,-79.4356700472,309966.025,4844430.022
820796,4154595,2017.0,2019,1960.0,PRIVATE,6,York Centre,3884 BATHURST ST,4,28,2019-11-07,69,Evaluation needs to be conducted in 2 years,17,4.0,3.0,4.0,3.0,4.0,3.0,,4.0,,4.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,,N0629,43.7422578587,-79.4357863772,309956.619,4844479.1680000005
820797,4154457,2017.0,2019,1968.0,PRIVATE,6,York Centre,1450 SHEPPARD AVE W,7,181,2019-11-07,69,Evaluation needs to be conducted in 2 years,19,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,,N0625,43.7448396549,-79.48975794430001,305609.483,4844764.076
820798,4156414,2017.0,2019,1983.0,SOCIAL HOUSING,6,York Centre,623 FINCH AVE W,12,141,2019-11-07,73,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,,N0624,43.770916893,-79.45390216,308484.808,4847722.837
820799,4154294,2017.0,2019,1963.0,PRIVATE,5,York South-Weston,26 GULLIVER RD,6,53,2019-11-06,74,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,4.0,4.0,4.0,,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,W0529,43.6993035632,-79.4776846609,306583.149,4839705.452
820800,4154284,2017.0,2019,1967.0,PRIVATE,5,York South-Weston,35 GULLIVER RD,6,42,2019-11-06,80,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,W0529,43.6984374675,-79.4780739055,306551.797,4839609.226
820801,4154296,2017.0,2019,1960.0,PRIVATE,5,York South-Weston,42 GULLIVER RD,7,60,2019-11-06,79,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,,W0529,43.6991175978,-79.4785706748,306511.73600000003,4839684.778
820802,4154285,2017.0,2019,1965.0,PRIVATE,5,York South-Weston,45 GULLIVER RD,5,43,2019-11-06,74,Evaluation needs to be conducted in 2 years,18,4.0,3.0,5.0,3.0,3.0,3.0,,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,W0529,43.6983227203,-79.4785516514,306513.29,4839596.471
820803,4154297,2017.0,2019,1960.0,PRIVATE,5,York South-Weston,70 GULLIVER RD,3,19,2019-11-06,80,Evaluation needs to be conducted in 2 years,18,4.0,3.0,4.0,4.0,4.0,4.0,,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,W0529,43.699041127,-79.480211325,306379.23,4839677.21
820804,4156723,2017.0,2019,2008.0,PRIVATE,5,York South-Weston,5 HARDING AVE,9,184,2019-11-06,77,Evaluation needs to be conducted in 2 years,18,5.0,5.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,,W0528,43.699376402,-79.502250278,304602.821,4839714.337
820805,4154768,2017.0,2019,1969.0,PRIVATE,16,Don Valley East,10 GRENOBLE DR,17,284,2019-11-06,79,Evaluation needs to be conducted in 2 years,20,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,2.0,4.0,N1630,43.716421355,-79.334404294,318127.81,4841621.149
820806,4154762,2017.0,2019,1966.0,PRIVATE,16,Don Valley East,45 GRENOBLE DR,28,217,2019-11-06,82,Evaluation needs to be conducted in 2 years,19,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,,3.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,N1630,43.716030296999996,-79.330923583,318408.386,4841578.281
820807,4221322,2017.0,2019,1968.0,PRIVATE,16,Don Valley East,48 GRENOBLE DR,9,109,2019-11-06,90,Evaluation needs to be conducted in 3 years,18,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,,N1630,43.716768048999995,-79.331308961,318377.163,4841660.179
820808,4154293,2017.0,2019,1960.0,PRIVATE,5,York South-Weston,14 GULLIVER RD,6,57,2019-11-06,72,Evaluation needs to be conducted in 2 years,18,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,,W0529,43.6995188546,-79.47732165949999,306612.402,4839729.377
820809,4154281,2017.0,2019,1960.0,PRIVATE,5,York South-Weston,17 GULLIVER RD,6,42,2019-11-06,81,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,,W0529,43.6987192629,-79.476784436,306655.727,4839640.555
820810,4154282,2017.0,2019,1961.0,PRIVATE,5,York South-Weston,21 GULLIVER RD,7,51,2019-11-06,83,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,,W0529,43.6986462208,-79.4772084771,306621.55,4839632.432
820811,4169221,2019.0,2019,1953.0,PRIVATE,5,York South-Weston,2701 EGLINTON AVE W,4,49,2019-11-06,75,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,3.0,4.0,,3.0,,3.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,,W0536,43.689344093,-79.47749785100001,306598.205,4838599.952
820812,4155194,2017.0,2019,1986.0,SOCIAL HOUSING,5,York South-Weston,3561 EGLINTON AVE W,16,140,2019-11-06,71,Evaluation needs to be conducted in 2 years,19,3.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,,3.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,4.0,W0535,43.6858944242,-79.49260031989999,305380.966,4838215.5819999995
820813,4154710,2017.0,2019,1959.0,PRIVATE,18,Willowdale,292 FINCH AVE W,4,39,2019-11-06,80,Evaluation needs to be conducted in 2 years,17,5.0,3.0,3.0,5.0,5.0,5.0,,4.0,5.0,,3.0,3.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,,N1822,43.7746707581,-79.44071358560001,309557.229,4848079.829
820814,4154711,2020.0,2019,1962.0,PRIVATE,18,Willowdale,296 FINCH AVE W,4,30,2019-11-06,72,Evaluation needs to be conducted in 2 years,18,5.0,3.0,5.0,5.0,3.0,5.0,,2.0,3.0,2.0,3.0,5.0,3.0,2.0,5.0,5.0,3.0,3.0,3.0,,N1822,43.7745588068,-79.4412316023,309515.538,4848067.363
820815,4154712,,2019,,PRIVATE,18,Willowdale,300 FINCH AVE W,4,30,2019-11-06,79,Evaluation needs to be conducted in 2 years,17,5.0,3.0,5.0,5.0,3.0,5.0,,5.0,4.0,,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,,N1822,43.7744429688,-79.4417362415,309474.924,4848054.466
820816,4156640,2017.0,2019,1964.0,PRIVATE,16,Don Valley East,34 ST DENNIS DR,4,56,2019-11-06,90,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,,N1630,43.719032696999996,-79.329817672,,
820817,4154764,2017.0,2019,1968.0,PRIVATE,16,Don Valley East,7 ST DENNIS DR,17,278,2019-11-06,86,Evaluation needs to be conducted in 3 years,20,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,N1630,43.7160160974,-79.3362293241,317981.095,4841574.866
820818,4154765,2017.0,2019,1967.0,PRIVATE,16,Don Valley East,25 ST DENNIS DR,17,297,2019-11-06,82,Evaluation needs to be conducted in 2 years,18,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,,N1630,43.717187304300005,-79.33300027770001,318241.038,4841705.521000001
820819,4156627,2017.0,2019,1964.0,PRIVATE,16,Don Valley East,30 ST DENNIS DR,4,56,2019-11-06,92,Evaluation needs to be conducted in 3 years,19,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,N1630,43.718750711999995,-79.33100323800001,,
820820,4156610,2017.0,2019,1964.0,PRIVATE,16,Don Valley East,32 ST DENNIS DR,4,56,2019-11-06,92,Evaluation needs to be conducted in 3 years,18,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,,N1630,43.7190096,-79.330401851,,
820821,4155190,2021.0,2019,1956.0,PRIVATE,5,York South-Weston,872 WESTON RD,3,12,2019-11-06,55,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,2.0,2.0,,2.0,,,2.0,2.0,3.0,3.0,3.0,3.0,,4.0,3.0,,W0535,43.683182052700005,-79.4807822687,306333.807,4837914.38
820822,4155120,2017.0,2019,1958.0,PRIVATE,5,York South-Weston,1197 WESTON RD,3,15,2019-11-06,66,Evaluation needs to be conducted in 2 years,16,3.0,4.0,3.0,3.0,3.0,2.0,,3.0,,3.0,3.0,3.0,5.0,4.0,4.0,3.0,,4.0,3.0,,W0531,43.687965464799994,-79.4913964686,305478.007,4838445.673
820823,4155124,2017.0,2019,1995.0,SOCIAL HOUSING,5,York South-Weston,1296 WESTON RD,5,24,2019-11-06,65,Evaluation needs to be conducted in 1 year,19,3.0,3.0,4.0,3.0,2.0,4.0,1.0,3.0,3.0,,3.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,W0531,43.689065737700005,-79.4960622799,305092.365,4838574.571
820824,4155110,2017.0,2019,1957.0,PRIVATE,5,York South-Weston,102 TRETHEWEY DR,4,30,2019-11-06,61,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,2.0,3.0,,2.0,,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,,W0532,43.69311770149999,-79.4834759702,306116.469,4839018.146000001
820825,4156510,2017.0,2019,1974.0,TCHC,5,York South-Weston,720 TRETHEWEY DR,19,204,2019-11-06,70,Evaluation needs to be conducted in 2 years,18,3.0,3.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,,3.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,,W0528,43.697963611000006,-79.50094174899999,304708.284,4839557.3780000005
820826,4154219,2017.0,2019,1965.0,PRIVATE,7,Humber River-Black Creek,99 MATTSON RD,4,30,2019-11-06,56,Evaluation needs to be conducted in 1 year,17,3.0,3.0,2.0,2.0,2.0,3.0,,3.0,2.0,,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,W0734,43.722654944,-79.5130447411,303733.493,4842299.549
820827,4156371,2017.0,2019,1992.0,SOCIAL HOUSING,5,York South-Weston,10 MAPLE LEAF DR,10,150,2019-11-06,84,Evaluation needs to be conducted in 2 years,17,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,,W0528,43.709517541400004,-79.5048440536,304394.109,4840839.994
820828,4154324,2017.0,2019,1961.0,PRIVATE,5,York South-Weston,1809 LAWRENCE AVE W,4,32,2019-11-06,89,Evaluation needs to be conducted in 3 years,17,4.0,5.0,5.0,4.0,5.0,5.0,,5.0,4.0,,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,W0528,43.703046615299996,-79.5014077845,304671.015,4840121.117
820829,4156358,2017.0,2019,1960.0,PRIVATE,5,York South-Weston,2089 LAWRENCE AVE W,16,121,2019-11-06,81,Evaluation needs to be conducted in 2 years,19,5.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,W0527,43.699266335,-79.51717541100001,303375.42,4839743.518999999
820830,4156359,2017.0,2019,1960.0,PRIVATE,5,York South-Weston,2099 LAWRENCE AVE W,16,121,2019-11-06,81,Evaluation needs to be conducted in 2 years,19,5.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,W0527,43.69945409899999,-79.517762353,303330.156,4839728.712
820831,4155905,2017.0,2019,1969.0,PRIVATE,4,Parkdale-High Park,95 HIGH PARK AVE,16,218,2019-11-06,78,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,S0428,43.65678758399999,-79.46615734699999,307493.658,4834995.877
820832,4154327,2017.0,2019,1959.0,PRIVATE,5,York South-Weston,1724 LAWRENCE AVE W,3,30,2019-11-06,65,Evaluation needs to be conducted in 1 year,17,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,3.0,,4.0,3.0,5.0,2.0,3.0,4.0,2.0,3.0,3.0,,W0528,43.704899460600004,-79.4973466692,304998.33,4840326.9569999995
820833,4154328,2017.0,2019,1960.0,PRIVATE,5,York South-Weston,1728 LAWRENCE AVE W,4,34,2019-11-06,83,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,5.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,W0528,43.7048608141,-79.4976836362,304971.172,4840322.663
820834,4154283,2017.0,2019,1961.0,PRIVATE,5,York South-Weston,25 GULLIVER RD,7,52,2019-11-06,83,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,,W0529,43.69855491,-79.4776237229,306588.082,4839622.28
820835,4155130,2017.0,2019,1969.0,PRIVATE,5,York South-Weston,24 PINEHILL CRES,4,29,2019-11-06,64,Evaluation needs to be conducted in 1 year,18,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,,W0531,43.688323353,-79.50178938,304639.897,4838486.396000001
820836,4155742,2017.0,2019,2008.0,PRIVATE,5,York South-Weston,333 SIDNEY BELSEY CRES,12,264,2019-11-06,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,W0531,43.691326105,-79.50858748,304091.899,4838820.039
820837,4154215,2017.0,2019,1964.0,PRIVATE,7,Humber River-Black Creek,1746 WILSON AVE,3,10,2019-11-06,69,Evaluation needs to be conducted in 2 years,16,4.0,2.0,3.0,3.0,3.0,4.0,,4.0,,,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,,W0734,43.7197813249,-79.5153042212,303551.38399999996,4841980.352
820838,4156564,2017.0,2019,1968.0,PRIVATE,17,Don Valley North,11 RUDDINGTON DR,13,155,2019-11-06,87,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,,N1721,43.7877925781,-79.3916951012,313501.368,4849541.583000001
820839,4154845,2017.0,2019,1968.0,PRIVATE,17,Don Valley North,50 RUDDINGTON DR,14,189,2019-11-06,91,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N1721,43.7904933942,-79.3906931297,313581.62100000004,4849841.742
820840,4154844,2017.0,2019,1966.0,PRIVATE,17,Don Valley North,60 RUDDINGTON DR,18,179,2019-11-06,90,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,N1721,43.791632438,-79.390465773,313640.418,4849905.415
820841,4154843,2017.0,2019,1986.0,PRIVATE,17,Don Valley North,70 RUDDINGTON DR,18,107,2019-11-06,95,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,N1721,43.79254847,-79.39077874,313611.526,4850015.004
820842,4154756,2017.0,2019,1976.0,PRIVATE,16,Don Valley East,35 WYNFORD HEIGHTS CRES,25,217,2019-11-06,86,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,N1629,43.7263188872,-79.326226049,318784.766,4842721.124
820843,4154757,2017.0,2019,1973.0,PRIVATE,16,Don Valley East,45 WYNFORD HEIGHTS CRES,21,346,2019-11-06,84,Evaluation needs to be conducted in 2 years,20,5.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,N1629,43.72699020859999,-79.32555199810001,318838.914,4842795.818
820844,4154758,2017.0,2019,1969.0,PRIVATE,16,Don Valley East,55 WYNFORD HEIGHTS CRES,21,344,2019-11-06,89,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,N1629,43.7273105049,-79.3250508572,318879.214,4842831.4860000005
820845,4154759,2017.0,2019,1974.0,PRIVATE,16,Don Valley East,65 WYNFORD HEIGHTS CRES,21,327,2019-11-06,89,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,N1629,43.7283181853,-79.3241417766,318952.217,4842943.589
820846,4155179,2017.0,2019,1960.0,PRIVATE,5,York South-Weston,230 WOOLNER AVE,9,130,2019-11-06,74,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,5.0,,2.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,,W0539,43.672250689799995,-79.4935197463,305306.919,4836699.823
820847,4156140,2017.0,2019,1996.0,SOCIAL HOUSING,18,Willowdale,45 CUMMER AVE,4,53,2019-11-06,95,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,N1823,43.787109971999996,-79.415408659,311592.624,4849464.537
820848,4154842,2017.0,2019,1967.0,PRIVATE,17,Don Valley North,505 CUMMER AVE,13,175,2019-11-06,94,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,N1721,43.7921587704,-79.3916718817,313502.61600000004,4850026.664
820849,4154218,2017.0,2019,1985.0,PRIVATE,7,Humber River-Black Creek,25 DALLNER RD,4,71,2019-11-06,71,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,3.0,,3.0,,4.0,3.0,,3.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,,W0734,43.7215636284,-79.5137264803,303678.542,4842178.326
820850,4155127,2017.0,2019,1992.0,SOCIAL HOUSING,5,York South-Weston,200 DORA SPENCER RD,9,125,2019-11-06,90,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,,4.0,4.0,5.0,5.0,4.0,5.0,,5.0,4.0,4.0,W0531,43.6917606066,-79.5050710659,304375.636,4838867.321
820851,4154763,2017.0,2019,1968.0,PRIVATE,16,Don Valley East,5 DUFRESNE CRT,28,218,2019-11-06,87,Evaluation needs to be conducted in 3 years,20,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,N1630,43.715040493900005,-79.3299928765,318480.453,4841476.916
820852,4154761,2017.0,2019,1960.0,PRIVATE,16,Don Valley East,1 DEAUVILLE LANE,9,151,2019-11-06,92,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,N1630,43.7170552928,-79.3300834022,318476.11699999997,4841691.34
820853,4155673,2017.0,2019,2013.0,PRIVATE,16,Don Valley East,5 DEAUVILLE LANE,7,62,2019-11-06,77,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,N1630,43.7178206599,-79.3305417453,318400.363,4841821.642
820854,4155122,2017.0,2019,1983.0,TCHC,5,York South-Weston,30 DENARDA ST,15,255,2019-11-06,47,Building Audit,19,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,W0531,43.68924906,-79.4925042867,305388.692,4838588.272
